"","web_ID","season","ecosystem","web","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","sd09","mu09","CV09","abund_stability09","abund_stability09.2","year_count89","year_count09","X","synchrony","site","SiteCluster","transect","synchrony.Gross","sd","mu","CV","biomass_stability","biomass_stability2","year_count"
"1","core_black_1_NA","fall","Desert grassland","1",297.08853238265,47.746371275783,169.764875647229,190.985485103132,95.4927425515661,127.323656735421,435.022493846023,31.8309141838554,583.566760037348,360.750360750361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.37518037518,116.71335200747,127.323656735421,116.71335200747,NA,297.08853238265,NA,180.37518037518,254.647313470843,159.154570919277,265.257618198795,297.08853238265,116.71335200747,435.022493846023,843.519225872167,99.1213323353098,212.206094559036,0.467099366496914,2.14087209644419,4.58333333333333,22,12,22,0.239486559772437,"core_black","FivePoints",NA,0.129037576262923,48.1693674546327,106.984439940336,0.450246479595504,2.22100570536029,4.93286634324297,14
"2","core_black_1_NA","spring","Desert grassland","1",254.647313470843,127.323656735421,127.323656735421,201.595789831084,127.323656735421,137.933961463373,212.206094559036,106.103047279518,806.383159324336,381.970970206264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.408199643494,47.746371275783,148.544266191325,222.816399286988,604.787369493252,254.647313470843,116.71335200747,180.37518037518,371.360665478313,350.140056022409,244.037008742891,371.360665478313,445.632798573975,626.007978949155,156.455299663642,266.889972772326,0.586216477293842,1.70585447310576,2.90993948341492,23,13,1,0.597444564225251,"core_black","FivePoints",NA,0.264480829707072,32.6617410303504,52.6766774368679,0.620041783567214,1.61279453498572,2.6011062120798,14
"3","core_black_4_NA","fall","Desert grassland","4",254.647313470843,127.323656735421,148.544266191325,127.323656735421,116.71335200747,159.154570919277,435.022493846023,NA,435.022493846023,360.750360750361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6618283677107,116.71335200747,212.206094559036,NA,328.919446566505,NA,116.71335200747,212.206094559036,413.80188439012,244.037008742891,212.206094559036,63.6618283677107,530.515236397589,557.040998217469,146.971958452824,228.603838229507,0.642911158408772,1.55542486223919,2.41934650207179,20,11,23,0.145895831925045,"core_black","FivePoints",NA,0.180052819054788,45.6551509667671,119.551111818417,0.381888133638703,2.61856787869214,6.85689773531826,14
"4","core_black_4_NA","spring","Desert grassland","4",95.4927425515661,95.4927425515661,137.933961463373,244.037008742891,190.985485103132,95.4927425515661,498.684322213734,148.544266191325,795.772854596384,212.206094559036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4927425515661,31.8309141838554,127.323656735421,127.323656735421,525.210084033613,318.309141838554,137.933961463373,222.816399286988,647.228588405059,350.140056022409,201.595789831084,307.698837110602,551.735845853493,530.515236397589,193.181451259565,280.356898003957,0.689055459790536,1.45126199319861,2.10616137290281,23,13,2,0.390389035547969,"core_black","FivePoints",NA,0.284740886510573,36.9330686024183,65.459312185896,0.564214125830303,1.77237675240475,3.14131935246482,14
"5","core_black_5_NA","fall","Desert grassland","5",297.08853238265,84.8824378236143,84.8824378236143,180.37518037518,148.544266191325,116.71335200747,350.140056022409,53.0515236397589,530.515236397589,190.985485103132,180.37518037518,135.281385281385,116.71335200747,42.4412189118071,647.228588405059,201.595789831084,334.224598930481,159.154570919277,721.500721500722,106.103047279518,265.257618198795,63.6618283677107,84.8824378236143,212.206094559036,NA,275.867922926746,NA,106.103047279518,270.562770562771,233.426704014939,233.426704014939,159.154570919277,84.8824378236143,413.80188439012,763.941940412529,103.86391672283,200.26950174009,0.518620737657923,1.92819131089121,3.71792173139638,32,12,24,0.241859558910727,"core_black","FivePoints",NA,0.199685434364485,48.78181938314,100.28490085733,0.486432343913259,2.05578435010136,4.22624929412166,14
"6","core_black_5_NA","spring","Desert grassland","5",275.867922926746,265.257618198795,106.103047279518,212.206094559036,233.426704014939,137.933961463373,318.309141838554,84.8824378236143,392.581274934216,339.529751294457,244.037008742891,119.365928189458,95.4927425515661,169.764875647229,286.478227654698,159.154570919277,159.154570919277,350.140056022409,286.478227654698,381.970970206264,212.206094559036,63.6618283677107,31.8309141838554,190.985485103132,106.103047279518,1114.08199643494,286.478227654698,148.544266191325,180.37518037518,339.529751294457,307.698837110602,244.037008742891,212.206094559036,435.022493846023,647.228588405059,264.307986721775,276.625801835886,0.955471199604806,1.04660402156927,1.09537997796496,34,14,3,0.503674486338882,"core_black","FivePoints",NA,0.253318240874572,32.3899625853518,54.4690143474679,0.59464932445317,1.68166339198247,2.82799176393397,14
"7","core_creosote_1_NA","fall","Desert shrubland","1",636.618283677107,318.309141838554,328.919446566505,689.669807316866,541.125541125541,244.037008742891,519.904931669638,222.816399286988,689.669807316866,392.581274934216,198.943213649096,222.816399286988,74.2721330956625,127.323656735421,466.853408029879,297.08853238265,456.243103301927,318.309141838554,816.993464052288,392.581274934216,435.022493846023,175.070028011204,212.206094559036,275.867922926746,180.37518037518,827.603768780239,551.735845853493,180.37518037518,392.581274934216,381.970970206264,424.412189118071,180.37518037518,116.71335200747,509.294626941686,732.111026228673,197.167487629773,345.971722022142,0.569894806654616,1.75470979612918,3.07900646863171,34,14,30,0.357341236827919,"core_creosote","FivePoints",NA,0.14211466844887,16.5405900133505,51.7441059801203,0.319661335335571,3.12831077599745,9.78632831122177,14
"8","core_creosote_1_NA","spring","Desert shrubland","1",381.970970206264,265.257618198795,318.309141838554,466.853408029879,381.970970206264,148.544266191325,594.1770647653,84.8824378236143,583.566760037348,265.257618198795,262.605042016807,246.689584924879,95.4927425515661,244.037008742891,435.022493846023,137.933961463373,339.529751294457,350.140056022409,1092.86138697903,604.787369493252,657.838893133011,180.37518037518,159.154570919277,254.647313470843,137.933961463373,976.148034971564,413.80188439012,137.933961463373,190.985485103132,339.529751294457,233.426704014939,222.816399286988,127.323656735421,328.919446566505,339.529751294457,238.513461447466,311.488231656299,0.765722223851607,1.30595661044023,1.70552266835253,34,14,9,0.403185324297324,"core_creosote","FivePoints",NA,0.0613423813126862,22.0977307807464,42.7106813826082,0.51738183670712,1.9328084773221,3.73574861000818,14
"9","core_creosote_3_NA","fall","Desert shrubland","3",604.787369493252,212.206094559036,190.985485103132,435.022493846023,360.750360750361,180.37518037518,530.515236397589,137.933961463373,541.125541125541,360.750360750361,206.90094219506,350.140056022409,201.595789831084,190.985485103132,785.162549868432,233.426704014939,562.346150581445,233.426704014939,1103.47169170699,328.919446566505,604.787369493252,159.154570919277,233.426704014939,328.919446566505,180.37518037518,753.331635684577,477.46371275783,137.933961463373,116.71335200747,233.426704014939,381.970970206264,212.206094559036,127.323656735421,583.566760037348,557.040998217469,205.773007968746,323.614294202529,0.635858834591421,1.57267611236787,2.47331015441252,34,14,32,0.353206219769691,"core_creosote","FivePoints",NA,0.0350263830402069,33.0300479773526,81.2177054748839,0.406685313063503,2.45890364829539,6.04620715160037,14
"10","core_creosote_3_NA","spring","Desert shrubland","3",307.698837110602,127.323656735421,445.632798573975,424.412189118071,297.08853238265,127.323656735421,435.022493846023,111.408199643494,413.80188439012,265.257618198795,222.816399286988,392.581274934216,137.933961463373,275.867922926746,774.55224514048,143.239113827349,392.581274934216,286.478227654698,827.603768780239,652.533740769035,636.618283677107,275.867922926746,180.37518037518,360.750360750361,137.933961463373,763.941940412529,339.529751294457,286.478227654698,233.426704014939,265.257618198795,233.426704014939,169.764875647229,127.323656735421,286.478227654698,551.735845853493,182.188744852414,306.940958201462,0.593562833451614,1.68474160382469,2.83835427165779,34,14,11,0.505441353862875,"core_creosote","FivePoints",NA,0.251621904792916,30.6603478621224,55.3110346476607,0.55432605912063,1.80399240401286,3.25438859373609,14
"11","core_creosote_5_NA","fall","Desert shrubland","5",498.684322213734,169.764875647229,148.544266191325,318.309141838554,244.037008742891,286.478227654698,657.838893133011,84.8824378236143,679.059502588914,360.750360750361,151.196842373313,294.435956200662,190.985485103132,233.426704014939,976.148034971564,477.46371275783,700.280112044818,307.698837110602,944.317120787709,297.08853238265,551.735845853493,175.070028011204,233.426704014939,190.985485103132,95.4927425515661,816.993464052288,435.022493846023,201.595789831084,180.37518037518,339.529751294457,456.243103301927,148.544266191325,74.2721330956625,381.970970206264,413.80188439012,206.199799946781,305.804139837753,0.674287143582106,1.4830477038129,2.19943049178471,34,14,34,0.693207006761952,"core_creosote","FivePoints",NA,0.000337311177990092,52.3835293395003,156.751938578589,0.334181062221679,2.99238979417885,8.95439668030577,14
"12","core_creosote_5_NA","spring","Desert shrubland","5",297.08853238265,127.323656735421,286.478227654698,265.257618198795,265.257618198795,180.37518037518,498.684322213734,159.154570919277,679.059502588914,265.257618198795,278.520499108734,326.266870384517,137.933961463373,275.867922926746,626.007978949155,169.764875647229,381.970970206264,350.140056022409,870.044987692046,954.927425515661,604.787369493252,275.867922926746,254.647313470843,339.529751294457,137.933961463373,976.148034971564,222.816399286988,169.764875647229,159.154570919277,339.529751294457,297.08853238265,180.37518037518,148.544266191325,456.243103301927,594.1770647653,228.227955269411,325.887930929948,0.700326503709861,1.42790540512557,2.03891384598681,34,14,13,0.683257847209204,"core_creosote","FivePoints",NA,0.0765796040597264,55.5641803125328,105.337973133673,0.52748480590207,1.89578920342523,3.59401670382368,14
